EMPRESA,NIT,PLACA,ANO DE FABRIC./MODELO,RENAVAM,N° CHASSI,VISTORIADO,N° DE SELO,AR CONDICIONADO,DISPOSITIVO DE ACESSIBILIDADE,PASSAGEIROS SENTADOS,GPS,CAMERA,N° DO PROCESSO DE VISTORIA,OBSERVAÇÃO,CONSORCIO
ARAÇATUBA,1.5.078,SRT6H46,2024/2025,1399871720,9BM384050SB370235,2024,135.0,SIM,SIM,36,SIM,SIM,9900074182/24,,TRANSNIT
ARAÇATUBA,1.5.080,STR4I65,2024/2025,1399384470,9BM384050SB370182,2024,134.0,SIM,SIM,36,SIM,SIM,9900074188/24,,TRANSNIT
PENDOTIBA,2.1.001,SRM-7C79,2024/2025,1381904863,9BM384057SB356828,2024,369.0,SIM,SIM,44,SIM,SIM,9900095747/24,Veículo anterior baixado - Proc. N° 9900000406/24,TRANSOCEÂNICO
PENDOTIBA,2.1.002,SRC-4E59,2024/2025,1381905452,9BM384057SB356830,2024,358.0,SIM,SIM,44,SIM,SIM,9900095748/24,Veículo anterior baixado - Proc. N° 9900000431/24,TRANSOCEÂNICO
PENDOTIBA,2.1.003,SRD-2A78,2024/2025,1382113568,9BM384057SB359679,2024,261.0,SIM,SIM,44,SIM,SIM,9900095750/24,Veículo anterior baixado - Proc. N° 9900000436/24,TRANSOCEÂNICO
PENDOTIBA,2.1.004,SRL-6J71,2024/2025,1381905886,9BM384057SB359771,2024,616.0,SIM,SIM,44,SIM,SIM,9900115873/24,Veículo anterior baixado - Proc. N° 9900024100/24,TRANSOCEÂNICO
PENDOTIBA,2.1.005,SRC-4E64,2024/2025,1381906424,9BM384057SB359773,2024,606.0,SIM,SIM,44,SIM,SIM,99000115879/24,Veículo anterior baixado - Proc. N° 9900024101/24,TRANSOCEÂNICO
PENDOTIBA,2.1.006,SRG-7G01,2024/2025,1381906858,9BM384057SB359758,2024,368.0,SIM,SIM,44,SIM,SIM,9900095753/24,Veículo anterior baixado - Proc. N° 9900024102/24,TRANSOCEÂNICO
PENDOTIBA,2.1.007,SRG-7I04,2024/2025,1382448462,9BM384057SB3959747,2024,605.0,SIM,SIM,44,SIM,SIM,9900115902/24,Veículo anterior baixado - Proc. N° 9900024103/24,TRANSOCEÂNICO
PENDOTIBA,2.1.008,SRK-7B43,2024/2025,1381907307,9BM384057SB359752,2024,604.0,SIM,SIM,44,SIM,SIM,9900115882/24,Veículo anterior baixado - Proc. N° 9900024104/24,TRANSOCEÂNICO
PENDOTIBA,2.1.009,SRC-4E72,2024/2025,1381908150,9BM384057SB359738,2024,601.0,SIM,SIM,44,SIM,SIM,9900115883/24,Veículo anterior baixado - Proc. N° 9900024105/24,TRANSOCEÂNICO
PENDOTIBA,2.1.010,SRC-4E74,2024/2025,1381908800,9BM384057SB359756,2024,603.0,SIM,SIM,44,SIM,SIM,9900115886/24,Veículo anterior baixado - Proc. N° 9900024106/24,TRANSOCEÂNICO
PENDOTIBA,2.1.011,SSD0B55,2024/2025,1407813509,9BM384057SB381355,2024,555.0,SIM,SIM,44,SIM,SIM,9900107148/24,Veículo anterior baixado - Proc. N° 9900107107/24,TRANSOCEÂNICO
PENDOTIBA,2.1.012,SSC1F38,2024/2025,1407818136,9BM384057SB381049,2024,558.0,SIM,SIM,44,SIM,SIM,9900107151/24,Veículo anterior baixado - Proc. N° 9900107111/24,TRANSOCEÂNICO
PENDOTIBA,2.1.013,SSC0J19,2024/2025,1407681530,9BM384057SB381352,2024,560.0,SIM,SIM,44,SIM,SIM,9900107153/24,Veículo anterior baixado - Proc. N° 9900107116/24,TRANSOCEÂNICO
PENDOTIBA,2.1.014,SSC1F21,2024/2025,1407816184,9BM384057SB381458,2024,562.0,SIM,SIM,44,SIM,SIM,9900107156/24,Veículo anterior baixado - Proc. N° 9900107121/24,TRANSOCEÂNICO
PENDOTIBA,2.1.015,SSC1F27,2024/2025,1407817296,9BM384057SB381375,2024,561.0,SIM,SIM,44,SIM,SIM,9900107160/24,Veículo anterior baixado - Proc. N° 9900107123/24,TRANSOCEÂNICO
PENDOTIBA,2.1.016,SSD0B60,2024/2025,1407819728,9BM384057SB381452,2024,549.0,SIM,SIM,44,SIM,SIM,9900107163/24,Veículo anterior baixado - Proc. N° 9900107124/24,TRANSOCEÂNICO
PENDOTIBA,2.1.017,SSC1F54,2024/2025,1407820653,9BM384057SB381468,2024,550.0,SIM,SIM,44,SIM,SIM,9900107165/24,Veículo anterior baixado - Proc. N° 9900107126/24,TRANSOCEÂNICO
PENDOTIBA,2.1.018,SSC1E99,2024/2025,1407811905,9BM384057SB381460,2024,539.0,SIM,SIM,44,SIM,SIM,9900107168/24,Veículo anterior baixado - Proc. N° 9900107127/24,TRANSOCEÂNICO
PENDOTIBA,2.1.019,SSC1F04,2024/2025,1407812600,9BM384057SB381466,2024,557.0,SIM,SIM,44,SIM,SIM,9900107170/24,Veículo anterior baixado - Proc. N° 9900107128/24,TRANSOCEÂNICO
PENDOTIBA,2.1.020,SSC1F44,2024/2025,1407818985,9BM384057SB381359,2024,444.0,SIM,SIM,44,SIM,SIM,9900107171/24,Veículo anterior baixado - Proc. N° 9900107131/24,TRANSOCEÂNICO
PENDOTIBA,2.1.021,RKA-6D21,2022/2023,1291532959,9BM384065PB259230,2024,64.0,SIM,SIM,44,SIM,SIM,9900071901/24,Veículo anterior baixado - Proc. N° 080003185/22,TRANSOCEÂNICO
PENDOTIBA,2.1.022,RJH-6D77,2022/2023,1291531359,9BM384065PB259259,2024,1.0,SIM,SIM,44,SIM,SIM,9900072007/24,Veículo anterior baixado - Proc. N° 080003188/22,TRANSOCEÂNICO
PENDOTIBA,2.1.023,RKP-6A87,2022/2023,1291530417,9BM384065PB260399,2024,117.0,SIM,SIM,44,SIM,SIM,9900072022/24,Veículo anterior baixado - Proc. N° 080003183/22,TRANSOCEÂNICO
PENDOTIBA,2.1.024,RJS-6C80,2022/2023,1294843246,9BM384065PB265482,2024,237.0,SIM,SIM,44,SIM,SIM,9900072437/24,Veículo anterior baixado - Proc. N° 080003182/22,TRANSOCEÂNICO
PENDOTIBA,2.1.025,RJG-6G24,2022/2023,1294840980,9BM384065PB265502,2024,337.0,SIM,SIM,44,SIM,SIM,9900072497/24,Veículo anterior baixado - Proc. N° 080003180/22,TRANSOCEÂNICO
PENDOTIBA,2.1.026,RKA-6I49,2022/2023,1298275846,9BM384065PB263569,2024,327.0,SIM,SIM,44,SIM,SIM,9900072586/24,Veículo anterior baixado - Proc. N° 080003178/22,TRANSOCEÂNICO
PENDOTIBA,2.1.027,RKB-6F15,2022/2023,1298278845,9BM384065PB268032,2024,384.0,SIM,SIM,44,SIM,SIM,9900072650/24,Veículo anterior baixado - Proc. N° 080003177/22,TRANSOCEÂNICO
PENDOTIBA,2.1.029,RKQ-6J85,2022/2023,1298277920,9BM384065PB265524,2024,474.0,SIM,SIM,44,SIM,SIM,990073055/24,Veículo anterior baixado - Proc. N° 080003175/22,TRANSOCEÂNICO
PENDOTIBA,2.1.030,RJT-7B26,2022/2023,1301669188,9BM384065PB263558,2024,547.0,SIM,SIM,44,SIM,SIM,9900073082/24,Veículo anterior baixado - Proc. N° 080003174/22,TRANSOCEÂNICO
PENDOTIBA,2.1.031,RKJ-9B36,2022/2023,1340473566,9BM384065PB303701,2024,67.0,SIM,SIM,44,SIM,SIM,9900071903/24,Veículo anterior baixado - Proc. N° 080003173/22,TRANSOCEÂNICO
PENDOTIBA,2.1.032,LUO-8B36,2023/2024,1350438127,9BM384057RB317583,2024,266.0,SIM,SIM,44,SIM,SIM,9900072008/24,Veículo anterior baixado - Proc. N° 080003172/22,TRANSOCEÂNICO
PENDOTIBA,2.1.033,LUC-9F68,2023/2024,1350322277,9BM384057RB322174,2024,116.0,SIM,SIM,44,SIM,SIM,9900072403/24,Veículo anterior baixado - Proc. N° 080003171/22,TRANSOCEÂNICO
PENDOTIBA,2.1.034,LUQ-9H19,2023/2024,1350984199,9BM384057RB317512,2024,234.0,SIM,SIM,44,SIM,SIM,9900072454/24,Veículo anterior baixado - Proc. N° 080003170/22,TRANSOCEÂNICO
PENDOTIBA,2.1.035,LTW-7E39,2023/2024,1350930714,9BM384057RB317626,2024,267.0,SIM,SIM,44,SIM,SIM,9900072499/24,Veículo anterior baixado - Proc. N° 080007308/22,TRANSOCEÂNICO
PENDOTIBA,2.1.036,LTW-9I63,2023/2024,1351511375,9BM384057RB321783,2024,328.0,SIM,SIM,44,SIM,SIM,9900072588/24,Veículo anterior baixado - Proc. N° 080003169/22,TRANSOCEÂNICO
PENDOTIBA,2.1.037,LTW8D97,2023/2024,1351255999,9BM384057RB316834,2024,380.0,SIM,SIM,44,SIM,SIM,990007251/24,Veículo anterior baixado - Proc. N° 080003168/22,TRANSOCEÂNICO
PENDOTIBA,2.1.038,LTW8D89,2023/2024,1351256855,9BM384057RB315940,2024,480.0,SIM,SIM,44,SIM,SIM,9900073021/24,Veículo anterior baixado - Proc. N° 080003167/22,TRANSOCEÂNICO
PENDOTIBA,2.1.039,LTW-9I73,2023/2024,1351257800,9BM384057RB317263,2024,477.0,SIM,SIM,44,SIM,SIM,9900073057/24,Veículo anterior baixado - Proc. N° 080003166/22,TRANSOCEÂNICO
PENDOTIBA,2.1.040,SQW-0H82,2023/2024,1363599892,9BM384057RB329626,2024,559.0,SIM,SIM,44,SIM,SIM,9900073085/24,Veículo anterior baixado - Proc. N° 080000242/23,TRANSOCEÂNICO
PENDOTIBA,2.1.041,SQW-0H83,2023/2024,1363603520,9BM384057RB329811,2024,69.0,SIM,SIM,44,SIM,SIM,9900071907/24,Veículo anterior baixado - Proc. N° 080000243/23,TRANSOCEÂNICO
PENDOTIBA,2.1.042,SRG-0F84,2023/2024,1363603261,9BM384057RB329830,2024,268.0,SIM,SIM,44,SIM,SIM,9900072009/24,Veículo anterior baixado - Proc. N° 080000244/23,TRANSOCEÂNICO
PENDOTIBA,2.1.043,SQV-1I65,2023/2024,1363604659,9BM384057RB329688,2024,110.0,SIM,SIM,44,SIM,SIM,9900072409/24,Veículo anterior baixado - Proc. N° 080000245/23,TRANSOCEÂNICO
PENDOTIBA,2.1.044,SRL-0F69,2023/2024,1364042212,9BM384057RB329653,2024,236.0,SIM,SIM,44,SIM,SIM,9900072457/24,Veículo anterior baixado - Proc. N° 080000246/23,TRANSOCEÂNICO
PENDOTIBA,2.1.045,SRN-0G53,2023/2024,1364042867,9BM384057RB329600,2024,325.0,SIM,SIM,44,SIM,SIM,9900072501/24,Veículo anterior baixado - Proc. N° 080008088/19,TRANSOCEÂNICO
PENDOTIBA,2.1.046,SQV-2H88,2023/2024,1364043480,9BM384057RB329615,2024,331.0,SIM,SIM,44,SIM,SIM,9900072592/24,Veículo anterior baixado - Proc. N° 080007654/2023,TRANSOCEÂNICO
PENDOTIBA,2.1.047,SQV-2H85,2023/2024,1364041283,9BM384057RB329575,2024,377.0,SIM,SIM,44,SIM,SIM,9900072652/24,Veículo anterior baixado - Proc. N° 9900066836/23,TRANSOCEÂNICO
PENDOTIBA,2.1.048,SRG-0G19,2023/2024,1364042395,9BM384057RB329657,2024,602.0,SIM,SIM,44,SIM,SIM,9900073025/24,Veículo anterior baixado - Proc. N° 080007655/2023,TRANSOCEÂNICO
PENDOTIBA,2.1.049,SRN-0G54,2023/2024,1364043243,9BM384057RB329659,2024,475.0,SIM,SIM,44,SIM,SIM,9900073059/24,Veículo anterior baixado - Proc. N° 080007656/2023,TRANSOCEÂNICO
PENDOTIBA,2.1.050,SEM-0G87,2023/2024,1364044010,9BM384057RB329671,2024,546.0,SIM,SIM,44,SIM,SIM,9900073090/24,Veículo anterior baixado - Proc. N° 080000327/20,TRANSOCEÂNICO
PENDOTIBA,2.1.051,SQW-1B06,2023/2024,1364356373,9BM384057RB329635,2024,65.0,SIM,SIM,44,SIM,SIM,9900071911/24,Veículo anterior baixado - Proc. N° 080006863/2023,TRANSOCEÂNICO
PENDOTIBA,2.1.052,SRI-0H56,2023/2024,1364449339,9BM384057RB329631,2024,2.0,SIM,SIM,44,SIM,SIM,9900072010/24,Veículo anterior baixado - Proc. N° 9900066837/23,TRANSOCEÂNICO
PENDOTIBA,2.1.053,SQV-3H41,2023/2024,1364450752,9BM384057RB329633,2024,113.0,SIM,SIM,44,SIM,SIM,9900072410/24,Veículo anterior baixado - Proc. N° 9900066838/23,TRANSOCEÂNICO
PENDOTIBA,2.1.054,SQV-3H47,2023/2024,1364454588,9BM384057RB329624,2024,240.0,SIM,SIM,44,SIM,SIM,9900072465/24,Veículo anterior baixado - Proc. N° 9900066839/23,TRANSOCEÂNICO
PENDOTIBA,2.1.055,SRL-0G32,2023/2024,1364354036,9BM384057RB329813,2024,336.0,SIM,SIM,44,SIM,SIM,9900072506/24,Veículo anterior baixado - Proc. N° 080006864/2023,TRANSOCEÂNICO
PENDOTIBA,2.1.056,SQV-2H84,2023/2024,1364041062,9BM384057RB329828,2024,330.0,SIM,SIM,44,SIM,SIM,9900072596/24,Veículo anterior baixado - Proc. N° 9900066840/23,TRANSOCEÂNICO
PENDOTIBA,2.1.057,SRL-0G85,2023/2024,1364451996,9BM384057RB329822,2024,385.0,SIM,SIM,44,SIM,SIM,9900072653/24,Veículo anterior baixado - Proc. N° 9900066841/23,TRANSOCEÂNICO
PENDOTIBA,2.1.058,SQV-3D90,2023/2024,1364353714,9BM384057RB329803,2024,422.0,SIM,SIM,44,SIM,SIM,9900073027/24,Veículo anterior baixado - Proc. N° 9900066842/23,TRANSOCEÂNICO
PENDOTIBA,2.1.059,SQV-3D95,2023/2024,1364356349,9BM384057RB329805,2024,476.0,SIM,SIM,44,SIM,SIM,080006630/2023,Veículo anterior baixado - Proc. N° 9900066843/23,TRANSOCEÂNICO
PENDOTIBA,2.1.060,SQW-1B07,2023/2024,1364357159,9BM384057RB329824,2024,545.0,SIM,SIM,44,SIM,SIM,9900073092/24,Veículo anterior baixado - Proc. N° 99000066844/23,TRANSOCEÂNICO
PENDOTIBA,2.1.061,SQV-3H35,2023/2024,1364447140,9BM384057RB329679,2024,63.0,SIM,SIM,44,SIM,SIM,9900071914/24,Veículo anterior baixado - Proc. N° 0800004880/2023,TRANSOCEÂNICO
PENDOTIBA,2.1.062,SQY-0D84,2023/2024,1364355393,9BM384057RB329677,2024,7.0,SIM,SIM,44,SIM,SIM,9900072012/24,Veículo anterior baixado - Proc. N° 080004882/2023,TRANSOCEÂNICO
PENDOTIBA,2.1.063,SRM-0H49,2023/2024,1364358112,9BM384057RB329683,2024,114.0,SIM,SIM,44,SIM,SIM,9900072411/24,Veículo anterior baixado - Proc. N° 080006865/2023,TRANSOCEÂNICO
PENDOTIBA,2.1.064,SQV-3H37,2023/2024,1364448057,9BM384057RB329685,2024,238.0,SIM,SIM,44,SIM,SIM,9900072470/24,Veículo anterior baixado - Proc. N° 080006625/2023,TRANSOCEÂNICO
PENDOTIBA,2.1.065,SRM-0H50,2023/2024,1364360281,9BM384057RB329681,2024,436.0,SIM,SIM,44,SIM,SIM,9900072537/24,Veículo anterior baixado - Proc. N° 080006866/2023,TRANSOCEÂNICO
PENDOTIBA,2.1.066,SRN-0H17,2023/2024,1364358970,9BM384057RB329801,2024,333.0,SIM,SIM,44,SIM,SIM,9900072603/24,Veículo anterior baixado - Proc. N° 9900066845/23,TRANSOCEÂNICO
PENDOTIBA,2.1.067,SQV-3D99,2023/2024,1364359585,9BM384057RB329826,2024,371.0,SIM,SIM,44,SIM,SIM,9900072654/24,Veículo anterior baixado - Proc. N° 9900066846/23,TRANSOCEÂNICO
PENDOTIBA,2.1.068,SQZ-7A83,2023/2024,1372069299,9BM384057RB349789,2024,423.0,SIM,SIM,44,SIM,SIM,9900073030/24,Veículo anterior baixado - Proc. N° 080004879/2023,TRANSOCEÂNICO
PENDOTIBA,2.1.069,SEM-4F84,2023/2024,1372066834,9BM384057RB350730,2024,481.0,SIM,SIM,44,SIM,SIM,9900073067/24,Veículo anterior baixado - Proc. N° 080007657/2023,TRANSOCEÂNICO
PENDOTIBA,2.1.070,SQZ-7A85,2023/2024,1372069540,9BM384057RB349771,2024,548.0,SIM,SIM,44,SIM,SIM,9900073093/24,Veículo anterior baixado - Proc. N° 080004361/20,TRANSOCEÂNICO
PENDOTIBA,2.1.071,SRU-4A15,2023/2024,1372069779,9BM384057RB350740,2024,66.0,SIM,SIM,44,SIM,SIM,9900071999/24,Veículo anterior baixado - Proc. N° 080006885/2023,TRANSOCEÂNICO
PENDOTIBA,2.1.072,SRJ-4F14,2023/2024,1372070068,9BM384057RB350745,2024,8.0,SIM,SIM,44,SIM,SIM,9900072014/24,Veículo anterior baixado - Proc. N° 080007659/2023,TRANSOCEÂNICO
PENDOTIBA,2.1.073,SRP-4E58,2023/2024,1372068489,9BM384057RB350218,2024,115.0,SIM,SIM,44,SIM,SIM,9900072416/24,Veículo anterior baixado - Proc. N° 080005329/2023,TRANSOCEÂNICO
PENDOTIBA,2.1.074,SRU-4A13,2023/2024,1372068063,9BM384057RB350752,2024,239.0,SIM,SIM,44,SIM,SIM,9900072471/24,Veículo anterior baixado - Proc. N° 080007457/2023,TRANSOCEÂNICO
PENDOTIBA,2.1.075,SRK-4F22,2023/2024,1372067270,9BM384057RB350943,2024,554.0,SIM,SIM,44,SIM,SIM,9900072549/24,Veículo anterior baixado - Proc. N° 080007336/2023,TRANSOCEÂNICO
PENDOTIBA,2.1.076,SRG-4G89,2023/2024,1372066443,9BM384057RB350220,2024,551.0,SIM,SIM,44,SIM,SIM,9900072607/24,Veículo anterior baixado - Proc. N° 080007338/2023,TRANSOCEÂNICO
PENDOTIBA,2.1.077,SRP-4E59,2023/2024,1372068969,9BM384057RB3500227,2024,378.0,SIM,SIM,44,SIM,SIM,9900072655/24,Veículo anterior baixado - Proc. N° 080007459/2023,TRANSOCEÂNICO
PENDOTIBA,2.1.078,SRG-7I01,2024/2025,1382441409,9BM384057SB359750,2024,424.0,SIM,SIM,44,SIM,SIM,9900115892/24,Veículo anterior baixado - Proc. N° 080007343/2023,TRANSOCEÂNICO
PENDOTIBA,2.1.079,SRK-7B41,2024/2025,1381902976,9BM384057SB359769,2024,425.0,SIM,SIM,44,SIM,SIM,9900115897/24,Veículo anterior baixado - Proc. N° 9900032450/24,TRANSOCEÂNICO
PENDOTIBA,2.1.080,SRI-7B77,2024/2025,1382125515,9BM384057SB359804,2024,426.0,SIM,SIM,44,SIM,SIM,9900115894/24,Veículo anterior baixado - Proc. N° 080007460/23,TRANSOCEÂNICO
PENDOTIBA,2.1.081,SRD-2C09,2024/2025,1382448950,9BM384057SB359766,2024,428.0,SIM,SIM,44,SIM,SIM,9900115907/24,Veículo anterior baixado - Proc. N° 080007664/23,TRANSOCEÂNICO
PENDOTIBA,2.1.082,SRC-4E57,2024/2025,1381903905,9BM384057SB359754,2024,193.0,SIM,SIM,44,SIM,SIM,9900095756/24,Veículo anterior baixado - Proc. N° 9900032462/24,TRANSOCEÂNICO
PENDOTIBA,2.1.083,SRR-5I29,2024/2025,1395999942,9BM384057SB371443,2024,38.0,SIM,SIM,44,SIM,SIM,9900063700/24,Veículo anterior baixado - Proc. N° 080007666/2023,TRANSOCEÂNICO
PENDOTIBA,2.1.084,SRS-2B50,2024/2025,1396001287,9BM384057SB370180,2024,37.0,SIM,SIM,44,SIM,SIM,9900063704/24,Veículo anterior baixado - Proc. N° 080007339/2023,TRANSOCEÂNICO
PENDOTIBA,2.1.085,SRR5A44,2024/2025,1395874147,9BM384057SB371741,2024,42.0,SIM,SIM,44,SIM,SIM,9900060719/24,Veículo anterior baixado - Proc. N° 080007341/2023,TRANSOCEÂNICO
PENDOTIBA,2.1.086,SRR-5I34,2024/2025,1396001350,9BM384057SB371706,2024,36.0,SIM,SIM,44,SIM,SIM,9900063709/24,Veículo anterior baixado - Proc. N° 080007344/2023,TRANSOCEÂNICO
PENDOTIBA,2.1.087,SRR5B65,2024/2025,1395893273,9BM384057SB371702,2024,41.0,SIM,SIM,44,SIM,SIM,9900060736/24,Veículo anterior baixado - Proc. N° 080007665/2023,TRANSOCEÂNICO
PENDOTIBA,2.1.088,SRR5A15,2024/2025,1395868961,9BM384057SB371699,2024,42.0,SIM,SIM,44,SIM,SIM,9900060741/24,Veículo anterior baixado - Proc. N° 080008015/2023,TRANSOCEÂNICO
PENDOTIBA,2.1.089,SRR5A35,2024/2025,1395871717,9BM384057SB371695,2024,43.0,SIM,SIM,44,SIM,SIM,9900060761/24,Veículo anterior baixado - Proc. N° 9900000455/24,TRANSOCEÂNICO
PENDOTIBA,2.1.090,SRR-5I40,2024/2025,1396003557,9BM384057SB370177,2024,35.0,SIM,SIM,44,SIM,SIM,9900063713/24,Veículo anterior baixado - Proc. N° 9900000459/24,TRANSOCEÂNICO
PENDOTIBA,2.1.091,SRR5A34,2024/2025,1395871601,9BM384057SB370174,2024,40.0,SIM,SIM,44,SIM,SIM,9900060763/24,Veículo anterior baixado - Proc. N° 9900000460/24,TRANSOCEÂNICO
